IDEQUIPAMENT,ALIES,NOM,CATEGORIA,TIPUS_VIA,VIA,SUFIX_VIA,2TIPUS_VIA,2VIA,2SUFIX_VIA,NUM,PIS,PORTA,CPOSTAL,POBLACIO,CODI_MUNICIPI,COMARCA,TELEFON1,TELEFON2,FAX,UTMX,UTMY,LONGITUD,LATITUD,EMAIL,WEB,DATA_MODIFICACIO,PROPIETATS,Georeferència
417811,"Residència Centre ""Joan Riu""                                                                        ","Residència Centre ""Joan Riu""                                                                        ",Serveis socials especialitzats|Serveis adreçats a persones amb discapacitat intel·lectual|Servei de centre residencial temporal o permanent per a persones amb discapacitat intel·lectual|,," Ctr. de Girona a Les Planes, s/n                       ",,,,,,,,17150,Sant Gregori,171637,Gironès,428200,,               ,0,0,0.000000000,0.000000000,,,07/18/2024 07:30:56 AM,,
417886,Residència per a disminuïts profunds de Prats de Rei - 2                                            ,Residència per a disminuïts profunds de Prats de Rei - 2                                            ,Serveis socials especialitzats|Serveis adreçats a persones amb discapacitat intel·lectual|Servei de centre residencial temporal o permanent per a persones amb discapacitat intel·lectual|,," Ctr. de Jorba a Ponts, Km 42                           ",,,,,,,,8281,"Prats de Rei, els",81705,Anoia,938698042,,               ,0,0,0.000000000,0.000000000,,,07/18/2024 07:30:59 AM,,
417887,Residència per a disminuïts psíquics profunds de Prats de Rei                                       ,Residència per a disminuïts psíquics profunds de Prats de Rei                                       ,Serveis socials especialitzats|Serveis adreçats a persones amb discapacitat intel·lectual|Servei de centre residencial temporal o permanent per a persones amb discapacitat intel·lectual|,," Ctr. de Jorba a Ponts, Km 42                           ",,,,,,,,8281,"Prats de Rei, els",81705,Anoia,938698042,,               ,0,0,0.000000000,0.000000000,,,07/18/2024 07:30:59 AM,,
414357,Àrea Bàsica Serveis Socials del Gironès Sector 07 Celrà                                             ,Àrea Bàsica Serveis Socials del Gironès Sector 07 Celrà                                             ,Serveis socials bàsics|Servei bàsic d'atenció social||,," Ctr. de Juià, 38                                       ",,,,,,,,17181,Celrà,170499,Gironès,972493026,,               ,489350427,4652773777,2.871355100,42.026925800,,,07/18/2024 07:31:56 AM,,POINT (2.871355 42.026924)
695620,"Centre ocupacional ""Les Gavarres""                                                                   ","Centre ocupacional ""Les Gavarres""                                                                   ",Serveis socials especialitzats|Serveis adreçats a persones amb discapacitat intel·lectual|Servei de centre de dia de teràpia ocupacional per a persones amb discapacitat intel·lectual (STO)|,," Ctr. de Juià, 46                                       ",,,,,,,,17460,Celrà,170499,Gironès,972492130,,               ,489575585,4652766203,2.874075100,42.026860600,,,07/18/2024 07:31:33 AM,,POINT (2.8740752 42.02686)
2336998,"Servei ocupacional d'Inserció ""Les Gavarres""                                                        ","Servei ocupacional d'Inserció ""Les Gavarres""                                                        ",Serveis socials especialitzats|Serveis adreçats a persones amb discapacitat intel·lectual|Servei de centre de dia ocupacional d'inserció per a persones amb discapacitat intel·lectual (SOI)|,," Ctr. de Julià, 46                                      ",,,,,,,,17460,Celrà,170499,Gironès,972494130,,               ,0,0,0.000000000,0.000000000,,,07/18/2024 07:29:56 AM,,
418083,Residència Tercera Edat Vilanova                                                                    ,Residència Tercera Edat Vilanova                                                                    ,Serveis socials especialitzats|Serveis adreçats a persones grans amb dependència o risc social|Servei de residència assistida per a gent gran de caràcter temporal o permanent|,," Ctr. de l'Arboç, Km 0'900                              ",,,,,,,,8800,Vilanova i la Geltrú,83073,Garraf,938936615,,               ,391706188,4564790732,1.707910600,41.227263000,,,07/18/2024 07:30:48 AM,,POINT (1.7079107 41.227264)
419162,Servei de tutela Fudanció Privada Sant Medir                                                        ,Servei de tutela Fudanció Privada Sant Medir                                                        ,Serveis socials especialitzats|Serveis adreçats a persones amb discapacitat intel·lectual|Servei de tutela per a persones amb discapacitat intel·lectual|,," Ctr. de l'Arrabassada, Km 6                            ",,,,,,,,8190,Sant Cugat del Vallès,82055,Vallès Occidental,932120429,,               ,0,0,0.000000000,0.000000000,,,07/18/2024 07:30:10 AM,,
417343,"Programa de suport a l'autonomia a la pròpia llar, Fundació Pere Mata (Disc. intel.lectuals)        ","Programa de suport a l'autonomia a la pròpia llar, Fundació Pere Mata (Disc. intel.lectuals)        ",Serveis socials especialitzats|Serveis adreçats a persones amb discapacitat intel·lectual|Servei de suport a l'autonomia a la pròpia llar per a persones amb discapacitat intel·lectual|,," Ctr. de l'Institut Pere Mata, s/n                      ",,,,,,,,43206,Reus,431233,Baix Camp,977920532,,               ,339571978,4558764438,1.087738300,41.164351700,,,07/18/2024 07:31:09 AM,,POINT (1.0877383 41.164352)
419428,Servei de transport adaptat Fundació Pere Mata                                                      ,Servei de transport adaptat Fundació Pere Mata                                                      ,Serveis socials especialitzats|Serveis adreçats a persones amb dependència|Servei de transport adaptat|,," Ctr. De l'Institut Pere Mata, s/n                      ",,,,,,,,43206,Reus,431233,Baix Camp,977920532,,               ,339571978,4558764438,1.087738300,41.164351700,,,07/18/2024 07:30:14 AM,,POINT (1.0877383 41.164352)
418969,"Servei de suport a l'autonomia a la pròpia llar, Fundació Pere Mata (Malalts mentals)               ","Servei de suport a l'autonomia a la pròpia llar, Fundació Pere Mata (Malalts mentals)               ",Serveis socials especialitzats|Serveis adreçats a persones amb problemàtica social derivada de malaltia mental|Servei de suport a l'autonomia a la pròpia llar per a persones amb problemàtica social derivada de malaltia mental|,," Ctr. de l'Institut Pere Mata, s/n                      ",,,,,,,,43206,Reus,431233,Baix Camp,977920532,,               ,339571978,4558764438,1.087738300,41.164351700,,,07/18/2024 07:30:30 AM,,POINT (1.0877383 41.164352)
419454,Servei de tutela de la Fundació Pere Mata                                                           ,Servei de tutela de la Fundació Pere Mata                                                           ,Serveis socials especialitzats|Serveis adreçats a persones amb problemàtica social derivada de malaltia mental|Servei de tutela per a persones amb malaltia mental|,," Ctr. de l'Institut Pere Mata, s/n                      ",,,,,,,,43206,Reus,431233,Baix Camp,977338565,,               ,339571978,4558764438,1.087738300,41.164351700,,,07/18/2024 07:30:14 AM,,POINT (1.0877383 41.164352)
415394,Centre de dia per a gent gran Serafí Casanovas Sansa                                                ,Centre de dia per a gent gran Serafí Casanovas Sansa                                                ,Serveis socials especialitzats|Serveis adreçats a persones grans amb dependència o risc social|Servei de centre de dia per a gent gran de caràcter temporal o permanent|,," Ctr. de la Seu, s/n                                    ",,,,,,,,25560,Sort,252094,Pallars Sobirà,973620813,,               ,0,0,0.000000000,0.000000000,,,07/18/2024 07:31:43 AM,,
417406,Residència assistida Serafí Casanovas Sansa                                                         ,Residència assistida Serafí Casanovas Sansa                                                         ,Serveis socials especialitzats|Serveis adreçats a persones grans amb dependència o risc social|Servei de residència assistida per a gent gran de caràcter temporal o permanent|,," Ctr. de la Seu, s/n                                    ",,,,,,,,25560,Sort,252094,Pallars Sobirà,973620813,,               ,0,0,0.000000000,0.000000000,,,07/18/2024 07:31:05 AM,,
415145,Centre d'atenció especialitzada per a disminuïts els Roures                                         ,Centre d'atenció especialitzada per a disminuïts els Roures                                         ,Serveis socials especialitzats|Serveis adreçats a persones amb discapacitat intel·lectual|Servei de centre de dia d'atenció especialitzada temporal o permanent per a persones amb discapacitat intel·lectual|,," Ctr. de les Planes, s/n                                ",,,,,,,,17150,Sant Gregori,171637,Gironès,972428200,,               ,0,0,0.000000000,0.000000000,,,07/18/2024 07:31:49 AM,,
7295367,Centre Ocupacional Consorci Sant Gregori                                                            ,Centre Ocupacional Consorci Sant Gregori                                                            ,Serveis socials especialitzats|Serveis adreçats a persones amb discapacitat intel·lectual|Servei de centre de dia de teràpia ocupacional per a persones amb discapacitat intel·lectual (STO)|,," Ctr. de les Planes, S/N                                ",,,,,,,,17150,Sant Gregori,171637,Gironès,972428200,,               ,0,0,0.000000000,0.000000000,,,07/18/2024 07:31:31 AM,,
417733,Residència per a persones disminuïdes els Roures                                                    ,Residència per a persones disminuïdes els Roures                                                    ,Serveis socials especialitzats|Serveis adreçats a persones amb discapacitat intel·lectual|Servei de centre residencial temporal o permanent per a persones amb discapacitat intel·lectual|,," Ctr. de les Planes, s/n                                ",,,,,,,,17150,Sant Gregori,171637,Gironès,972428200,,               ,0,0,0.000000000,0.000000000,,,07/18/2024 07:30:58 AM,,
415226,Centre de dia Bona Vista                                                                            ,Centre de dia Bona Vista                                                                            ,Serveis socials especialitzats|Serveis adreçats a persones grans amb dependència o risc social|Servei de centre de dia per a gent gran de caràcter temporal o permanent|,," Ctr. de Lladó a Navata km., 2                          ",,,,,,,,17745,Lladó,170887,Alt Empordà,972565129,,               ,0,0,0.000000000,0.000000000,,,07/18/2024 07:31:42 AM,,
415013,Centre de dia per a gent gran de l'Ametlla del Vallès                                               ,Centre de dia per a gent gran de l'Ametlla del Vallès                                               ,Serveis socials especialitzats|Serveis adreçats a persones grans amb dependència o risc social|Servei de centre de dia per a gent gran de caràcter temporal o permanent|,," Ctr. de Llerona, s/n (Finca Can Focs)                  ",,,,,,,,8480,"Ametlla del Vallès, l'",80057,Vallès Oriental,938432786,,               ,0,0,0.000000000,0.000000000,,,07/18/2024 07:31:45 AM,,
415838,Centre residencial per a gent gran de l'Ametlla del Vallès                                          ,Centre residencial per a gent gran de l'Ametlla del Vallès                                          ,Serveis socials especialitzats|Serveis adreçats a persones grans amb dependència o risc social|Servei de residència assistida per a gent gran de caràcter temporal o permanent|,," Ctr. de Llerona, s/n (Finca Can Focs)                  ",,,,,,,,8480,"Ametlla del Vallès, l'",80057,Vallès Oriental,938432786,,               ,0,0,0.000000000,0.000000000,,,07/18/2024 07:31:32 AM,,
