"z_NO_OSM","zref","name","name:ca","zCATEGORIA","amenity","community_centre:for","admin_level","government","office","chamber","addr:street","nohousenumber","addr:housenumber","addr:floor","addr:door","addr:postcode","zPOBLACIO","zCODI_MUNICIPI","zCOMARCA","phone","fax","zUTMX","zUTMY","lon","lat","email","website","ZDATA_MODIFICACIO","ZPROPIETATS","ZGeoreferència"
,27041536,"Arxiu Municipal de Begur","Arxiu Municipal de Begur","Cultura|Arxius||","archive",,,,,,"Carrer de Bonaventura Carreras",,11,,,17255,"Begur",170139,"Baix Empordà","+34-972624305","972624305",517295400,4644745000,"3.208688534","41.954495593","arxiumunicipal@begur.cat","http://www.begur.cat/web/cat/index.php","07/10/2024 07:35:36 AM","Titularitat|Administració local: municipal","POINT (3.2086885 41.954494)"
,27043037,"Arxiu Municipal de Sant Pol de Mar","Arxiu Municipal de Sant Pol de Mar","Cultura|Arxius||","archive",,,,,,"Carrer d'Ignasi Mas Morell",,12,,,"08395","Sant Pol de Mar",82359,"Maresme","+34-937603338","937603338",468381720,4605526500,"2.620580359","41.600817474","arxiu@santpol.cat","http://www.santpol.cat/arxiu","07/10/2024 07:31:49 AM","Titularitat|Administració local: municipal","POINT (2.6205804 41.60082)"
,27043918,"Arxiu Capitular de Girona","Arxiu Capitular de Girona","Cultura|Arxius||","archive",,,,,,"Partida de Sant Martí",,12,,,17004,"Girona",170792,"Gironès","+34-972487346","972487346",485631250,4648130000,"2.826541941","41.985041939","info@arxiuadg.org","https://www.arxiuadg.org","07/10/2024 07:27:56 AM","Titularitat|Església catòlica: capitular","POINT (2.826542 41.985043)"
,27043087,"Arxiu Diocesà de Girona","Arxiu Diocesà de Girona","Cultura|Arxius||","archive",,,,,,"Partida de Sant Martí",,12,,,17004,"Girona",170792,"Gironès","+34-972487346","972487346",485631250,4648130000,"2.826541941","41.985041939","info@arxiuadg.org","http://www.arxiuadg.org/ca/arxiu/","07/10/2024 07:35:44 AM","Titularitat|Església catòlica: diocesà","POINT (2.826542 41.985043)"
,27044992,"Arxiu Central dels Jutjats de la Bisbal d'Empordà","Arxiu Central dels Jutjats de la Bisbal d'Empordà","Cultura|Arxius||","archive",,,,,,"Carrer del Teatre Vell",,12,,,17100,"Bisbal d'Empordà, la",170221,"Baix Empordà","+34-972946200","972946200",503488800,4645133000,"3.042098741","41.958172147","arxiu.labisbal@xij.gencat.cat",,"07/10/2024 07:23:02 AM","Titularitat|Generalitat de Catalunya: Administració de Justícia","POINT (3.0420988 41.95817)"
,27044019,"Arxiu Històric Municipal de Súria","Arxiu Històric Municipal de Súria","Cultura|Arxius||","archive",,,,,,"Carrer d'Ernest Solvay",,13,,,"08260","Súria",82747,"Bages","+34-938682800","938682800",396551700,4631758000,"1.754193065","41.830957091","suria@suria.cat","https://xam.diba.cat/wiki/arxiu-municipal-de-suria","07/10/2024 07:26:57 AM","Titularitat|Administració local: municipal","POINT (1.7541931 41.830956)"
,27042072,"Arxiu Municipal de Blanes","Arxiu Municipal de Blanes","Cultura|Arxius||","archive",,,,,,"Carrer de la Unió",,13,,,17300,"Blanes",170237,"Selva","+34-972355268","972355268",482786120,4613753500,"2.793194993","41.675360036","arxiu@blanes.net","http://www.blanes.net/oiapdocs.nsf/idoc/arxiu.informacio_general","07/10/2024 07:35:23 AM","Titularitat|Administració local: municipal","POINT (2.793195 41.67536)"
,27041836,"Servei d'Arxiu Municipal de La Ràpita","Servei d'Arxiu Municipal de La Ràpita","Cultura|Arxius||","archive",,,,,,"Plaça de Carles III",,13,,,43540,"Sant Carles de la Ràpita",431362,"Montsià","+34-977740100","977740100",296365340,4499391000,"0.592577840","40.620270549","arxiu@larapita.cat","http://www.larapita.cat/ca/serveis/arxiu-municipal/servei-darxiu-municipal","07/10/2024 07:33:49 AM","Titularitat|Administració local: municipal","POINT (0.5925778 40.62027)"
,27041822,"Arxiu Central dels Jutjats del Vendrell","Arxiu Central dels Jutjats del Vendrell","Cultura|Arxius||","archive",,,,,,"Carrer de Francesc Riera",,13,,,43700,"Vendrell, el",431634,"Baix Penedès","+34-977924229","977924229",376903400,4563474000,"1.531611120","41.213288996","arxiu.vendrell@xij.gencat.cat",,"07/10/2024 07:20:07 AM","Titularitat|Generalitat de Catalunya: Administració de Justícia","POINT (1.5316111 41.213287)"
,27043685,"Arxiu Central dels Jutjats de Falset","Arxiu Central dels Jutjats de Falset","Cultura|Arxius||","archive",,,,,,"Carrer de Miquel Barceló",,13,,,43730,"Falset",430555,"Priorat","+34-977929130","977929130",317066530,4557017000,"0.820174775","41.143857631","arxiu.reus@xij.gencat.cat",,"07/10/2024 07:22:35 AM","Titularitat|Generalitat de Catalunya: Administració de Justícia","POINT (0.82017475 41.143856)"
,27044523,"Arxiu Joan Pelegrí","Arxiu Joan Pelegrí","Cultura|Arxius||","archive",,,,,,"Carrer del Consell de Cent",,14,,,"08014","Barcelona",80193,"Barcelonès","+34-934316200","934316200",428463700,4580833000,"2.144531712","41.375837767","arxiujp@joanpelegri.cat",,"07/10/2024 07:23:19 AM","Titularitat|Privat: entitats, associacions, fundacions","POINT (2.1445317 41.37584)"
,27041726,"Arxiu Central de l'Agència Catalana de Cooperació al Desenvolupament","Arxiu Central de l'Agència Catalana de Cooperació al Desenvolupament","Cultura|Arxius||","archive",,,,,,"Via Laietana",,14,,,"08003","Barcelona",80193,"Barcelonès","+34-935545400","935545400",431228750,4581812000,"2.177483186","41.384896387","arxiu.accd@gencat.cat",,"07/10/2024 07:23:22 AM","Titularitat|Generalitat de Catalunya: organismes autònoms i empreses públiques","POINT (2.177483 41.384895)"
,27042731,"Arxiu de la Comissió de Garantia del Dret d'Accés a la Informació Pública","Arxiu de la Comissió de Garantia del Dret d'Accés a la Informació Pública","Cultura|Arxius||","archive",,,,,,"Via Laietana",,14,,,"08003","Barcelona",80193,"Barcelonès","+34-938874357","938874357",431427880,4581625000,"2.179885747","41.383229130",,,"07/10/2024 07:23:21 AM","Titularitat|Generalitat de Catalunya: organismes autònoms i empreses públiques","POINT (2.1798859 41.38323)"
,27041485,"Arxiu Central Administratiu del Departament d’Acció Exterior i Unió Europea","Arxiu Central Administratiu del Departament d’Acció Exterior i Unió Europea","Cultura|Arxius||","archive",,,,,,"Via Laietana",,14,,,"08003","Barcelona",80193,"Barcelonès","+34-938876200","938876200",431427880,4581625000,"2.179885747","41.383229130","organitzacio.exi@gencat.cat",,"07/10/2024 07:23:24 AM","Titularitat|Generalitat de Catalunya: central administratiu de departament","POINT (2.1798859 41.38323)"
,27041265,"Arxiu Municipal de Vilafranca del Penedès","Arxiu Municipal de Vilafranca del Penedès","Cultura|Arxius||","archive",,,,,,"Carrer de la Cort",,14,,,"08720","Vilafranca del Penedès",83054,"Alt Penedès","+34-938920358","938920358",391071660,4578040000,"1.697971534","41.346493599",,,"07/10/2024 07:19:59 AM","Titularitat|Administració local: municipal","POINT (1.6979716 41.346493)"
,27041531,"Arxiu Comarcal del Solsonès","Arxiu Comarcal del Solsonès","Cultura|Arxius||","archive",,,,,,"Carrer dels Dominics",,14," 2ona ",,25280,"Solsona",252075,"Solsonès","+34-973481554","973481554",377345060,4650373000,"1.519089793","41.995821681","acsolsones.cultura@gencat.cat","http://cultura.gencat.cat/arxius/acs","07/10/2024 07:36:21 AM","Titularitat|Generalitat de Catalunya: comarcal","POINT (1.5190898 41.995823)"
,27041157,"Arxiu Comarcal de l'Anoia","Arxiu Comarcal de l'Anoia","Cultura|Arxius||","archive",,,,,,"Plaça del Rei",,15,,,"08700","Igualada",81022,"Anoia","+34-938044456","938044456",384923780,4603848000,"1.619584666","41.578037441","acanoia.cultura@gencat.cat","http://cultura.gencat.cat/arxius/acan","07/10/2024 07:36:25 AM","Titularitat|Generalitat de Catalunya: comarcal","POINT (1.6195847 41.578037)"
,27041892,"Arxiu Central dels Jutjats de Cervera","Arxiu Central dels Jutjats de Cervera","Cultura|Arxius||","archive",,,,,,"Carrer d'Estudivell",,15,,,25200,"Cervera",250729,"Segarra","+34-973700279","973700279",356035750,4614207500,"1.270699184","41.666624076","arxiu.cervera@xij.gencat.cat",,"07/10/2024 07:22:44 AM","Titularitat|Generalitat de Catalunya: Administració de Justícia","POINT (1.2706991 41.666626)"
,27042603,"Arxiu Municipal de Roda de Berà","Arxiu Municipal de Roda de Berà","Cultura|Arxius||","archive",,,,,,"Carrer de Joan Carles I",,15,,,43883,"Roda de Berà",431310,"Tarragonès","+34-977657009","977657009",370584060,4560551000,"1.456873313","41.185982667","arxiu@rodadebera.cat","http://www.rodadebera.org","07/10/2024 07:32:25 AM","Titularitat|Administració local: municipal","POINT (1.4568733 41.18598)"
,27043232,"Arxiu Històric de Comissions Obreres de Catalunya","Arxiu Històric de Comissions Obreres de Catalunya","Cultura|Arxius||","archive",,,,,,"Via Laietana",,16,,,"08003","Barcelona",80193,"Barcelonès","+34-934812707","934812707",431399250,4581654500,"2.179540029","41.383492387","arxiu@ccoo.cat","http://www.fciprianogarcia.ccoo.cat/ciprianogarcia/arxiuhistoric/index.aspx","07/10/2024 07:34:23 AM","Titularitat|Privat: entitats, associacions, fundacions","POINT (2.17954 41.38349)"
,27042421,"Arxiu Municipal del Districte de Sant Martí","Arxiu Municipal del Districte de Sant Martí","Cultura|Arxius||","archive",,,,,,"Avinguda del Bogatell",,17,,,"08005","Barcelona",80193,"Barcelonès","+34-932219444","932219444",432925500,4582664500,"2.197680299","41.392717895","amdsm@bcn.cat","http://ajuntament.barcelona.cat/arxiumunicipal/ca/sant-marti","07/10/2024 07:36:40 AM","Titularitat|Administració local: municipal","POINT (2.1976802 41.39272)"
,27042753,"Arxiu Històric de Sant Just Desvern","Arxiu Històric de Sant Just Desvern","Cultura|Arxius||","archive",,,,,,"Carrer de Carles Mercader",,17,,,"08960","Sant Just Desvern",82212,"Baix Llobregat","+34-934756335","934756335",422713160,4582121000,"2.075607760","41.386906364","amigobj@santjust.cat","http://www.santjust.cat/arxiu/index.htm","07/10/2024 07:31:53 AM","Titularitat|Administració local: municipal","POINT (2.0756078 41.386906)"
,27041866,"Arxiu Municipal del Districte de les Corts","Arxiu Municipal del Districte de les Corts","Cultura|Arxius||","archive",,,,,,"Plaça de Comas",,18,,,"08028","Barcelona",80193,"Barcelonès","+34-932916432","932916432",427238840,4581930500,"2.129754033","41.385612696","amdc@bcn.cat","https://ajuntament.barcelona.cat/arxiumunicipal/ca/les-corts","07/10/2024 07:28:43 AM","Titularitat|Administració local: municipal","POINT (2.129754 41.385612)"
,27043701,"Arxiu Històric de Sitges","Arxiu Històric de Sitges","Cultura|Arxius||","archive",,,,,,"Plaça de l'Ajuntament",,18,,,"08870","Sitges",82704,"Garraf","+34-938117628","938117628",400444750,4565518000,"1.812032302","41.234935368","miretmx@sitges.cat","https://www.sitges.cat/serveis/cultura/arxiu-historic","07/10/2024 07:27:11 AM","Titularitat|Administració local: municipal","POINT (1.8120323 41.234936)"
,27040732,"Arxiu Municipal de Torroella de Montgrí","Arxiu Municipal de Torroella de Montgrí","Cultura|Arxius||","archive",,,,,,"Carrer de l'Hospital",,18,,,17257,"Torroella de Montgrí",171997,"Baix Empordà","+34-972758112","972758112",510481720,4654151000,"3.126641893","42.039332147","arxiu@torroella-estartit.cat","http://www.torroella-estartit.cat/serveis-municipals/arxiumunicipal.html","07/10/2024 07:30:53 AM","Titularitat|Administració local: municipal","POINT (3.126642 42.039333)"
,27042923,"Arxiu Comarcal de l'Alt Camp","Arxiu Comarcal de l'Alt Camp","Cultura|Arxius||","archive",,,,,,"Passeig dels Caputxins",,18,,,43800,"Valls",431613,"Alt Camp","+34-977606487","977606487",353641220,4572293000,"1.252120316","41.288820427","acaltcamp.cultura@gencat.cat","http://cultura.gencat.cat/arxius/acac","07/10/2024 07:36:25 AM","Titularitat|Generalitat de Catalunya: comarcal","POINT (1.2521204 41.288822)"
,27041690,"Arxiu Municipal de Centelles","Arxiu Municipal de Centelles","Cultura|Arxius||","archive",,,,,,"Carrer Nou",,19,,,"08540","Centelles",80673,"Osona","+34-938810375","938810375",435041000,4627672000,"2.218105632","41.798250190","bernalcm@diba.cat","https://www.centelles.cat/viure/cultura-i-patrimoni/arxiu-municipal","07/10/2024 07:27:46 AM","Titularitat|Administració local: municipal","POINT (2.2181056 41.79825)"
,27040603,"Arxiu Comarcal del Pallars Jussà","Arxiu Comarcal del Pallars Jussà","Cultura|Arxius||","archive",,,,,,"Carrer del Mercadal",,19,,,25620,"Tremp",252347,"Pallars Jussà","+34-973651337","973651337",326079530,4670407000,"0.894508515","42.166486767","acpallarsjussa.cultura@gencat.cat","http://cultura.gencat.cat/arxius/acpj","07/10/2024 07:36:22 AM","Titularitat|Generalitat de Catalunya: comarcal","POINT (0.89450854 42.16649)"
,27045082,"Arxiu General de la Subdelegació del Govern a Barcelona","Arxiu General de la Subdelegació del Govern a Barcelona","Cultura|Arxius||","archive",,,,,,"Carrer del Doctor Trueta",,20,,,"08005","Barcelona",80193,"Barcelonès","+34-935209227","935209227",432912340,4582822000,"2.197505452","41.394135359","arxiu_historic.barcelona@correo.gob.es",,"07/10/2024 07:23:20 AM","Titularitat|Arxiu de l'Estat","POINT (2.1975055 41.394135)"
,27041742,"Arxiu Central de l'Entitat Autònoma del Diari Oficial i de Publicacions","Arxiu Central de l'Entitat Autònoma del Diari Oficial i de Publicacions","Cultura|Arxius||","archive",,,,,,"Avinguda de Josep Tarradellas",,20,,,"08029","Barcelona",80193,"Barcelonès","+34-935515644","935515644",428322720,4581602500,"2.142754972","41.382755826","mireia.gisbert@gencat.cat",,"07/10/2024 07:23:22 AM","Titularitat|Generalitat de Catalunya: organismes autònoms i empreses públiques","POINT (2.142755 41.382755)"
,27042877,"Arxiu Central Administratiu de l'Escola d'Administració Pública de Catalunya","Arxiu Central Administratiu de l'Escola d'Administració Pública de Catalunya","Cultura|Arxius||","archive",,,,,,"Carrer de Girona",,20,,,"08010","Barcelona",80193,"Barcelonès","+34-935672419","935672419",430652940,4582973000,"2.170464162","41.395303714","arxiu.eapc@gencat.cat","http://www.eapc.cat","07/10/2024 07:34:32 AM","Titularitat|Generalitat de Catalunya: organismes autònoms i empreses públiques","POINT (2.1704643 41.3953)"
,27043095,"Arxiu Municipal Administratiu de Terrassa","Arxiu Municipal Administratiu de Terrassa","Cultura|Arxius||","archive",,,,,,"Carrer del Pantà",,20,,,"08221","Terrassa",82798,"Vallès Occidental","+34-937397000","937397000",417491400,4602122000,"2.010424974","41.566519712","arxiu.municipal@terrassa.cat","https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=443","07/10/2024 07:28:41 AM","Titularitat|Administració local: municipal","POINT (2.010425 41.56652)"
,27045031,"Arxiu General de la Universitat Internacional de Catalunya","Arxiu General de la Universitat Internacional de Catalunya","Cultura|Arxius||","archive",,,,,,"Carrer de la Immaculada",,22,,,"08017","Barcelona",80193,"Barcelonès","+34-932541800","932541800",426714900,4584199500,"2.123213648","41.406001024","emroyo@uic.es","https://www.uic.es/ca/universitat/serveis/arxiu-general","07/10/2024 07:27:00 AM","Titularitat|Corporacions i entitats oficials: universitari","POINT (2.1232135 41.406002)"
,27041053,"Arxiu Municipal de Gavà","Arxiu Municipal de Gavà","Cultura|Arxius||","archive",,,,,,"Carrer de Salvador Lluch",,22,,,"08850","Gavà",80898,"Baix Llobregat","+34-932639630","932639630",416674560,4573212000,"2.004615789","41.306066125","chc@gava.cat","https://www.gavaciutat.cat","07/10/2024 07:27:37 AM","Titularitat|Administració local: municipal","POINT (2.0046158 41.306065)"
,27040653,"Arxiu Comarcal del Baix Llobregat","Arxiu Comarcal del Baix Llobregat","Cultura|Arxius||","archive",,,,,,"Carrer de Clementina Arderiu",,23,,,"08980","Sant Feliu de Llobregat",82114,"Baix Llobregat","+34-936666703","936666703",420970780,4581954000,"2.054792432","41.385233005","acbaixllobregat.cultura@gencat.cat","http://cultura.gencat.cat/arxius/acbl","07/10/2024 07:36:24 AM","Titularitat|Generalitat de Catalunya: comarcal","POINT (2.0547924 41.385235)"
,27040632,"Arxiu Comarcal de la Ribera d'Ebre","Arxiu Comarcal de la Ribera d'Ebre","Cultura|Arxius||","archive",,,,,,"Carrer d'Antoni Gaudí",,23,,,43740,"Móra d'Ebre",430939,"Ribera d'Ebre","+34-977414372","977414372",301169300,4551412500,"0.632706844","41.089676031","acriberaebre.cultura@gencat.cat","http://cultura.gencat.cat/arxius/acre","07/10/2024 07:36:21 AM","Titularitat|Generalitat de Catalunya: comarcal","POINT (0.6327068 41.089676)"
,27043512,"Servei d'Arxiu Municipal de Lloret de Mar","Servei d'Arxiu Municipal de Lloret de Mar","Cultura|Arxius||","archive",,,,,,"Carrer de Josep Lluhí",,24,,,17310,"Lloret de Mar",170950,"Selva","+34-972368457","972368457",487252940,4616599000,"2.846797697","41.701073843","arxiu@lloret.cat","http://www.lloret.cat/arxiu","07/10/2024 07:33:38 AM","Titularitat|Administració local: municipal","POINT (2.8467977 41.701073)"
,27043802,"Arxiu Municipal de Banyoles","Arxiu Municipal de Banyoles","Cultura|Arxius||","archive",,,,,,"Passeig de la Indústria",,25,,,17820,"Banyoles",170157,"Pla de l'Estany","+34-972570050","972570050",480467720,4662730500,"2.763721953","42.116430404","arxiu@ajbanyoles.org","http://www.banyoles.cat","07/10/2024 07:35:40 AM","Titularitat|Administració local: municipal","POINT (2.763722 42.116432)"
,27045552,"Arxiu Històric Municipal d'Olesa de Montserrat","Arxiu Històric Municipal d'Olesa de Montserrat","Cultura|Arxius||","archive",,,,,,"Carrer de Salvador Casas",,26,,,"08640","Olesa de Montserrat",81477,"Baix Llobregat","+34-937780050","937780050",407573300,4599755000,"1.891855709","41.544118091","arxiu@olesademontserrat.cat","http://www.olesam.org/Atencio_al_ciutada/Serveis.htm?id=1&pl=140","07/10/2024 07:32:49 AM","Titularitat|Administració local: municipal","POINT (1.8918557 41.544117)"
,27043982,"Arxiu Municipal de Calonge i Sant Antoni","Arxiu Municipal de Calonge i Sant Antoni","Cultura|Arxius||","archive",,,,,,"Carrer de Sant Joan O de l'Educació",,26,,,17251,"Calonge i Sant Antoni",170340,"Baix Empordà","+34-972660375","972660375",506271000,4634524500,"3.075558280","41.862606280","arxiu@calonge.cat","http://www.ajcalonge.org/","07/10/2024 07:35:53 AM","Titularitat|Administració local: municipal","POINT (3.0755582 41.862606)"
,27042351,"Arxiu Municipal de Vila-seca","Arxiu Municipal de Vila-seca","Cultura|Arxius||","archive",,,,,,"Plaça de l'Església",,26,,,43480,"Vila-seca",431711,"Tarragonès","+34-977309300","977309300",344236280,4552730000,"1.144839217","41.110931376","ajuntament@vila-seca.cat","http://www.vila-seca.cat","07/10/2024 07:29:04 AM","Titularitat|Administració local: municipal","POINT (1.1448392 41.11093)"
